contract_id,contract_type,side,seller_id,branch_code,currency,notional,rate_type,interest_rate,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,rating
CNT-ACB3028577EA,PAM,ASSET,SLR-ES-014,ES,GBP,8274907,fixed,0.0401,2025-11-05,2030-10-10,60,quarterly,ACT/365,Preceding,bullet,True,0,none,AAA
CNT-A2FAB4E51DF9,PAM,ASSET,SLR-FR-012,ES,EUR,417216,floating,0.05153,2023-10-24,2050-04-05,322,semiannual,30/360,Following,constant_installment,True,0,personal,AAA
CNT-C0BC24E77A10,PAM,ASSET,SLR-FR-004,ES,USD,699434,floating,0.07713,2025-06-28,2050-10-15,308,monthly,ACT/360,Preceding,bullet,False,0,commercial,B
CNT-18971BBA3AEB,PAM,ASSET,SLR-ES-001,US,USD,3369438,floating,0.07742,2024-02-19,2034-11-23,131,semiannual,30/360,Preceding,bullet,True,0,commercial,NR
CNT-CD799180A1F4,PAM,ASSET,SLR-US-002,DE,EUR,3070919,fixed,0.05236,2022-11-22,2043-11-02,255,monthly,ACT/365,Preceding,linear,True,0.0085,mortgage,AAA
CNT-EA684CFA5C97,REVOLVER,ASSET,SLR-DE-005,FR,GBP,3799023,fixed,0.06366,2021-06-27,2026-04-02,58,quarterly,30/360,Following,linear,False,0.0086,none,AAA
CNT-CAF407EB8603,BULLET,ASSET,SLR-ES-015,ES,GBP,3590224,fixed,0.04912,2024-09-07,2027-05-25,33,semiannual,ACT/365,Following,bullet,True,0,mortgage,AA
CNT-207C4FA5E541,PAM,ASSET,SLR-DE-005,US,USD,4549215,fixed,0.07686,2024-07-19,2036-02-17,141,monthly,ACT/ACT,Preceding,constant_installment,True,0.0174,personal,AAA
CNT-EA3A26E3FE94,MORTGAGE,ASSET,SLR-DE-013,DE,USD,7412191,fixed,0.05491,2023-08-10,2047-07-05,291,quarterly,30/360,Following,bullet,True,0.0049,commercial,BB
CNT-315E4972BFD7,PAM,ASSET,SLR-ES-007,US,USD,4687670,floating,0.07908,2024-07-26,2052-05-30,339,annual,ACT/ACT,Following,constant_installment,False,0.0086,personal,BB
CNT-BE69767A0F57,ANNUITE,ASSET,SLR-ES-005,DE,USD,6385279,fixed,0.07205,2023-02-22,2033-12-26,132,quarterly,30/360,Following,linear,True,0,mortgage,BBB
CNT-1CC80C5AB811,PAM,ASSET,SLR-FR-015,US,EUR,5042240,floating,0.06314,2022-02-09,2042-08-23,250,quarterly,ACT/360,ModifiedFollowing,linear,False,0,mortgage,B
CNT-6E9609CA1BA1,REVOLVER,ASSET,SLR-FR-011,FR,USD,9250782,floating,0.07218,2024-12-30,2027-05-19,29,annual,ACT/365,Following,constant_installment,True,0.0052,commercial,BBB
CNT-94803B8C9F24,REVOLVER,ASSET,SLR-US-010,ES,USD,244742,fixed,0.06366,2022-03-27,2025-12-06,45,semiannual,30/360,ModifiedFollowing,linear,False,0.0114,mortgage,AA
CNT-F8A4C452C365,ANNUITE,ASSET,SLR-DE-015,DE,USD,6777638,floating,0.07506,2025-05-20,2037-04-17,145,annual,ACT/365,Preceding,constant_installment,False,0.0039,personal,B
CNT-C69D9D419620,PAM,ASSET,SLR-US-004,ES,USD,8912442,fixed,0.07037,2022-07-04,2037-12-12,188,semiannual,ACT/360,ModifiedFollowing,bullet,True,0,personal,B
CNT-0F258C1EA1EB,MORTGAGE,ASSET,SLR-US-002,DE,EUR,589494,floating,0.05333,2023-12-06,2044-07-18,251,annual,ACT/360,ModifiedFollowing,bullet,True,0.0093,mortgage,NR
CNT-4F884E7C3B5E,REVOLVER,ASSET,SLR-ES-009,US,GBP,6212216,floating,0.0607,2025-11-14,2028-08-30,34,quarterly,30/360,Preceding,linear,True,0.0151,none,A
CNT-25583E8E68CB,CERTIFICATE_OF_DEPOSIT,PASSIF,,DE,USD,21720160,fixed,0.00663,2023-10-14,2025-04-06,18,quarterly,ACT/365,,,,,,
CNT-4C39705A3B01,REVOLVER,ASSET,SLR-DE-014,ES,GBP,720163,floating,0.06578,2025-10-10,2028-02-27,29,quarterly,ACT/ACT,Following,constant_installment,False,0,commercial,A
CNT-93CCA83219A2,MORTGAGE,ASSET,SLR-ES-009,DE,GBP,4894300,floating,0.06464,2025-11-12,2037-07-12,142,monthly,30/360,Preceding,linear,False,0,commercial,A
CNT-1658D5CFE950,BULLET,ASSET,SLR-ES-002,ES,USD,2656986,fixed,0.05842,2023-09-09,2027-01-21,41,quarterly,ACT/360,Preceding,constant_installment,True,0,mortgage,BBB
CNT-0B41681F4806,REVOLVER,ASSET,SLR-US-003,DE,USD,4165017,fixed,0.05504,2023-09-02,2026-02-18,30,quarterly,30/360,ModifiedFollowing,linear,False,0.0196,personal,AAA
CNT-6567D5D2978F,MORTGAGE,ASSET,SLR-ES-002,DE,EUR,7617842,fixed,0.05152,2021-07-22,2037-01-29,189,monthly,30/360,ModifiedFollowing,linear,False,0,personal,AA
CNT-4C839720319D,PAM,ASSET,SLR-US-007,US,EUR,6707352,fixed,0.02238,2021-10-09,2044-08-09,278,semiannual,30/360,ModifiedFollowing,linear,False,0,personal,BBB
CNT-0D74F795589C,ANNUITE,ASSET,SLR-US-009,FR,GBP,5842715,fixed,0.06569,2022-08-08,2025-02-23,31,semiannual,ACT/ACT,Following,linear,False,0,none,AA
CNT-93F4493821C5,MORTGAGE,ASSET,SLR-US-010,FR,EUR,8432571,fixed,0.03149,2021-10-25,2040-03-19,224,annual,ACT/360,Following,bullet,True,0.008,personal,NR
CNT-B40527718F46,MORTGAGE,ASSET,SLR-US-013,DE,GBP,5429742,floating,0.06493,2024-01-20,2035-12-18,145,semiannual,ACT/365,Following,constant_installment,True,0,personal,A
CNT-EB35F0FCE75E,ANNUITE,ASSET,SLR-ES-003,DE,USD,2412772,fixed,0.0572,2022-10-24,2030-01-15,88,semiannual,ACT/365,Preceding,linear,True,0.0054,none,AA
CNT-66D6604ED3CA,MORTGAGE,ASSET,SLR-DE-001,US,EUR,3551365,fixed,0.04945,2023-09-21,2052-04-21,348,annual,ACT/365,Preceding,linear,True,0.0184,commercial,NR
CNT-849C9A67F717,PAM,ASSET,SLR-DE-006,ES,USD,9449802,floating,0.07297,2022-07-04,2023-08-28,14,semiannual,30/360,Preceding,linear,False,0.0026,personal,B
CNT-ADAC7344AECE,PAM,ASSET,SLR-FR-003,ES,GBP,3687156,floating,0.06531,2022-08-15,2031-09-27,111,semiannual,ACT/360,Following,linear,False,0,commercial,BB
CNT-697B5AE65255,MORTGAGE,ASSET,SLR-US-009,DE,EUR,1103605,floating,0.05441,2022-05-12,2037-01-23,179,semiannual,ACT/ACT,Preceding,constant_installment,True,0,none,AA
CNT-3999B9CADE7B,PAM,ASSET,SLR-DE-013,DE,EUR,4753366,fixed,0.02489,2021-07-16,2043-03-23,264,quarterly,ACT/360,ModifiedFollowing,bullet,False,0,personal,BBB
CNT-0AF7FF5CC8B0,TERM_DEPOSIT,PASSIF,,FR,GBP,16278216,fixed,0.02103,2024-06-18,2027-03-05,33,monthly,ACT/365,,,,,,
CNT-EFED21B4EA30,MORTGAGE,ASSET,SLR-US-007,DE,EUR,7475004,floating,0.05689,2025-01-24,2048-09-20,288,quarterly,ACT/ACT,Preceding,linear,False,0,personal,NR
CNT-9F88849CE7C1,ANNUITE,ASSET,SLR-ES-012,ES,EUR,6729678,fixed,0.03235,2023-08-06,2039-06-13,193,semiannual,ACT/ACT,Following,linear,True,0,none,AA
CNT-5E2C5E82147B,ANNUITE,ASSET,SLR-DE-011,FR,USD,7625421,fixed,0.04198,2022-07-19,2039-12-17,212,semiannual,30/360,Preceding,constant_installment,False,0.0175,commercial,A
CNT-1DF44F230C5F,MORTGAGE,ASSET,SLR-FR-007,US,GBP,1519408,fixed,0.0481,2025-03-25,2035-02-01,120,monthly,30/360,Preceding,bullet,False,0.0191,none,BB
CNT-CE21C9A61BA7,BULLET,ASSET,SLR-US-011,US,USD,7583257,fixed,0.04757,2021-04-23,2021-12-19,8,annual,ACT/ACT,ModifiedFollowing,linear,False,0.014,personal,B
CNT-345A806BFB31,PAM,ASSET,SLR-FR-002,FR,EUR,4727521,fixed,0.04229,2022-07-23,2051-02-21,348,quarterly,ACT/ACT,ModifiedFollowing,linear,False,0,mortgage,A
CNT-3B6D2CA8D894,DEMAND_DEPOSIT,PASSIF,,DE,GBP,3987264,fixed,0.03751,2024-01-28,,,monthly,ACT/365,,,,,,
CNT-ECA5B44E775F,COMMERCIAL_LOAN,ASSET,SLR-ES-008,DE,GBP,7841942,fixed,0.04786,2022-01-10,2023-06-04,17,semiannual,30/360,Following,constant_installment,False,0.0149,commercial,B
CNT-DDE221A3E2DE,BULLET,ASSET,SLR-FR-015,ES,GBP,2751509,fixed,0.0511,2023-03-13,2027-06-20,52,annual,ACT/360,Following,bullet,True,0.0002,none,AA
CNT-4874C8A6CD59,PAM,ASSET,SLR-DE-007,US,GBP,8710526,fixed,0.04106,2025-09-05,2034-04-21,105,semiannual,ACT/365,Following,linear,False,0,none,BBB
CNT-4207CAFE5EAD,ANNUITE,ASSET,SLR-FR-003,DE,EUR,4867055,floating,0.06443,2024-09-10,2027-06-27,34,quarterly,ACT/ACT,Preceding,bullet,True,0,mortgage,A
CNT-23C303E1D912,MORTGAGE,ASSET,SLR-US-015,ES,GBP,8771197,floating,0.06225,2024-12-15,2044-02-04,233,quarterly,ACT/360,ModifiedFollowing,linear,True,0,mortgage,AAA
CNT-058D40158584,MORTGAGE,ASSET,SLR-US-001,ES,EUR,5061453,fixed,0.04903,2022-12-17,2043-01-31,245,quarterly,ACT/365,ModifiedFollowing,bullet,True,0.0112,mortgage,A
CNT-E4A7DA611D0D,BULLET,ASSET,SLR-ES-005,US,USD,9847229,fixed,0.06509,2022-02-03,2026-05-13,52,monthly,ACT/365,Preceding,linear,True,0,personal,B
CNT-42C477A9AEB2,PAM,ASSET,SLR-DE-005,DE,GBP,7367304,floating,0.06104,2023-05-06,2030-02-28,83,monthly,ACT/360,Following,linear,True,0,commercial,AA
CNT-92DAF48561B0,SAVINGS,PASSIF,,ES,USD,47194554,fixed,0.02588,2025-09-17,2029-06-28,46,monthly,ACT/365,,,,,,
CNT-77262C622FEF,ANNUITE,ASSET,SLR-ES-003,FR,GBP,2755343,floating,0.06316,2026-01-01,2041-04-12,186,semiannual,30/360,Preceding,bullet,True,0,commercial,B
CNT-100C039454B0,PAM,ASSET,SLR-FR-011,DE,USD,6374449,floating,0.07742,2026-01-23,2027-01-18,12,semiannual,ACT/360,Following,constant_installment,True,0.0039,mortgage,BB
CNT-DF81200AB764,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,USD,19058334,fixed,0.01728,2024-09-25,2028-04-07,43,monthly,ACT/365,,,,,,
CNT-DADC27382E99,ANNUITE,ASSET,SLR-ES-014,DE,GBP,6313166,floating,0.06869,2023-12-09,2033-01-20,111,semiannual,30/360,Following,constant_installment,False,0,personal,BBB
CNT-3DDDA74262D1,REVOLVER,ASSET,SLR-US-009,ES,GBP,8217325,fixed,0.06117,2021-10-16,2026-02-22,53,monthly,ACT/ACT,ModifiedFollowing,bullet,False,0.0162,commercial,AA
CNT-25D2682862A4,REVOLVER,ASSET,SLR-US-012,US,EUR,5998218,fixed,0.04364,2024-09-19,2026-05-12,20,quarterly,ACT/ACT,Preceding,constant_installment,False,0,mortgage,AAA
CNT-7AA8A10EA3C6,PAM,ASSET,SLR-FR-005,US,EUR,7047707,fixed,0.03513,2026-01-01,2053-10-06,338,semiannual,ACT/365,Preceding,bullet,True,0.0148,none,NR
CNT-C99757B8E0CD,PAM,ASSET,SLR-ES-015,DE,USD,5631669,floating,0.07348,2024-12-09,2035-07-15,129,quarterly,ACT/360,Following,bullet,False,0,mortgage,BB
CNT-686EEBD16A19,ANNUITE,ASSET,SLR-DE-012,FR,GBP,4660832,floating,0.06512,2025-09-12,2044-08-03,230,semiannual,ACT/360,Preceding,constant_installment,False,0,none,A
CNT-0D9BEDC54A72,ANNUITE,ASSET,SLR-ES-006,DE,EUR,5953105,fixed,0.02302,2024-01-10,2036-06-05,151,monthly,ACT/365,Preceding,linear,False,0.005,none,B
CNT-D272B03269FB,ANNUITE,ASSET,SLR-FR-010,DE,GBP,3617980,floating,0.0696,2024-05-29,2028-01-09,44,annual,ACT/365,Following,linear,False,0,none,B
CNT-804D40109407,COMMERCIAL_LOAN,ASSET,SLR-DE-007,ES,GBP,8396278,floating,0.06693,2025-02-18,2037-12-12,156,annual,ACT/360,Following,linear,False,0.0174,none,BBB
CNT-C01F04ECBF1C,MORTGAGE,ASSET,SLR-ES-014,DE,GBP,8106368,fixed,0.04965,2021-07-03,2029-03-23,94,semiannual,ACT/ACT,ModifiedFollowing,bullet,False,0.0133,personal,NR
CNT-08074B2A555C,PAM,ASSET,SLR-FR-012,ES,USD,6926722,fixed,0.05538,2025-12-07,2042-07-11,202,monthly,ACT/365,Following,constant_installment,True,0,none,A
CNT-396E7698A91C,PAM,ASSET,SLR-DE-014,US,GBP,5487355,fixed,0.04219,2022-01-29,2038-06-04,199,annual,30/360,ModifiedFollowing,bullet,False,0,commercial,BB
CNT-74EC1A2245CA,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,EUR,3467166,fixed,0.03749,2024-11-07,2026-03-02,16,annual,ACT/365,,,,,,
CNT-304CBB702494,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,USD,31359010,fixed,0.03656,2025-04-29,2027-05-19,25,quarterly,ACT/365,,,,,,
CNT-51C9FEBEA6AE,MORTGAGE,ASSET,SLR-ES-004,FR,GBP,8590065,floating,0.06151,2024-06-04,2030-10-01,77,annual,ACT/360,ModifiedFollowing,constant_installment,False,0.0132,mortgage,AAA
CNT-CFD427B2B657,PAM,ASSET,SLR-ES-010,ES,USD,3397060,floating,0.0685,2025-12-02,2035-02-13,112,annual,ACT/365,ModifiedFollowing,linear,True,0.0094,personal,AAA
CNT-61A74CC06543,MORTGAGE,ASSET,SLR-DE-003,FR,GBP,9704292,fixed,0.05232,2025-06-29,2040-02-11,178,monthly,30/360,ModifiedFollowing,bullet,False,0,personal,B
CNT-E9D874764A4C,MORTGAGE,ASSET,SLR-FR-008,DE,GBP,3151159,fixed,0.04319,2022-06-16,2029-08-08,87,monthly,ACT/360,Following,bullet,False,0,personal,AA
CNT-A3C085D75F1D,PAM,ASSET,SLR-DE-004,ES,USD,6908857,floating,0.07888,2021-08-19,2023-10-08,26,annual,ACT/365,ModifiedFollowing,linear,False,0.0195,personal,AA
CNT-486E582913DD,DEMAND_DEPOSIT,PASSIF,,US,GBP,4237658,fixed,0.03351,2024-06-14,,,monthly,ACT/365,,,,,,
CNT-E2C41793C19A,PAM,ASSET,SLR-DE-015,FR,EUR,9559399,fixed,0.04426,2022-06-29,2029-08-21,87,annual,30/360,Preceding,linear,True,0,none,BB
CNT-625899C512D3,ANNUITE,ASSET,SLR-ES-007,ES,GBP,6894637,fixed,0.0349,2023-09-18,2034-12-19,137,monthly,ACT/ACT,Following,constant_installment,True,0,mortgage,BBB
CNT-1731287541D5,PAM,ASSET,SLR-US-003,FR,EUR,5467932,fixed,0.04445,2022-01-15,2025-01-29,37,semiannual,30/360,Following,bullet,True,0.0063,commercial,AA
CNT-21AAEC28B1C1,MORTGAGE,ASSET,SLR-DE-001,ES,EUR,3229771,floating,0.0628,2025-10-07,2034-06-22,106,monthly,ACT/ACT,Preceding,constant_installment,False,0,mortgage,AAA
CNT-29516923D668,REVOLVER,ASSET,SLR-ES-013,DE,EUR,7722451,floating,0.06238,2025-03-02,2028-08-13,42,semiannual,ACT/360,ModifiedFollowing,linear,True,0,none,BB
CNT-9AFE21C2853A,ANNUITE,ASSET,SLR-ES-012,DE,USD,4644690,floating,0.07768,2024-11-12,2025-11-07,12,quarterly,30/360,ModifiedFollowing,bullet,True,0,commercial,B
CNT-812709D915B9,ANNUITE,ASSET,SLR-US-014,US,EUR,4542945,fixed,0.04961,2022-09-14,2024-04-06,19,monthly,30/360,Preceding,bullet,False,0.0,commercial,NR
CNT-8595A4F4A594,MORTGAGE,ASSET,SLR-US-004,ES,EUR,6341903,floating,0.06387,2025-08-23,2035-02-02,115,monthly,ACT/360,Preceding,linear,True,0.0008,mortgage,AAA
CNT-F9E19A22C9B7,MORTGAGE,ASSET,SLR-FR-006,US,GBP,6327240,floating,0.0647,2021-10-01,2044-01-04,271,annual,ACT/360,ModifiedFollowing,bullet,False,0.0144,mortgage,AA
CNT-D6A1CFDDBDD5,ANNUITE,ASSET,SLR-ES-013,ES,USD,331280,fixed,0.04312,2023-12-27,2041-11-22,218,semiannual,ACT/360,ModifiedFollowing,linear,False,0,mortgage,NR
CNT-CE798E6B3A66,ANNUITE,ASSET,SLR-DE-005,FR,EUR,3305112,fixed,0.02707,2024-09-15,2030-08-15,72,quarterly,ACT/360,ModifiedFollowing,constant_installment,True,0.0086,commercial,AA
CNT-8AD4C4C4F88F,TERM_DEPOSIT,PASSIF,,ES,GBP,24138711,fixed,0.01024,2023-05-01,2023-07-30,3,monthly,ACT/365,,,,,,
CNT-EF8F044EADAE,MORTGAGE,ASSET,SLR-FR-004,DE,GBP,966365,floating,0.06082,2024-08-13,2047-12-11,284,semiannual,ACT/360,Following,constant_installment,False,0,personal,AA
CNT-57DA96A50A57,MORTGAGE,ASSET,SLR-DE-005,US,GBP,531658,floating,0.06602,2021-11-13,2042-11-23,256,quarterly,ACT/365,Preceding,linear,False,0,mortgage,B
CNT-C839286DFC54,ANNUITE,ASSET,SLR-DE-002,DE,USD,5691549,floating,0.0698,2021-05-31,2030-09-11,113,annual,ACT/ACT,Preceding,constant_installment,False,0.0039,personal,AAA
CNT-851D6C3DF9F3,BULLET,ASSET,SLR-US-013,ES,EUR,5095619,floating,0.06425,2022-04-17,2025-09-28,42,quarterly,ACT/365,Following,linear,True,0.0002,commercial,A
CNT-C328A4263331,ANNUITE,ASSET,SLR-ES-007,FR,EUR,7361180,floating,0.06614,2023-09-22,2034-02-26,127,semiannual,ACT/365,Preceding,bullet,True,0,none,BB
CNT-65A08B82FA2B,BULLET,ASSET,SLR-US-010,US,EUR,4477225,floating,0.05233,2025-07-24,2028-12-05,41,semiannual,ACT/365,ModifiedFollowing,bullet,True,0,commercial,BB
CNT-1D69FF2FD3F3,MORTGAGE,ASSET,SLR-DE-006,DE,EUR,5675226,fixed,0.05079,2025-05-02,2030-06-05,62,semiannual,ACT/360,Preceding,linear,True,0,mortgage,NR
CNT-96FF28CAF2DA,PAM,ASSET,SLR-FR-003,ES,EUR,2362757,fixed,0.05677,2025-08-14,2044-11-02,234,monthly,ACT/ACT,Preceding,bullet,True,0,none,AAA
CNT-9615AE81D01F,MORTGAGE,ASSET,SLR-US-011,US,USD,616817,floating,0.07785,2024-12-04,2037-05-30,152,semiannual,ACT/360,Preceding,constant_installment,False,0.0015,personal,AA
CNT-7952964C6F42,MORTGAGE,ASSET,SLR-FR-006,US,USD,2536247,fixed,0.07563,2021-10-18,2043-09-23,267,quarterly,ACT/360,ModifiedFollowing,linear,False,0,commercial,AAA
CNT-103417C8EE5C,BULLET,ASSET,SLR-DE-015,FR,GBP,9867594,floating,0.06864,2023-06-09,2028-01-14,56,quarterly,30/360,Following,constant_installment,False,0,commercial,AA
CNT-AB6F05294792,BULLET,ASSET,SLR-FR-006,US,USD,5427356,fixed,0.06702,2021-08-28,2024-11-10,39,annual,ACT/365,Preceding,linear,False,0.0052,commercial,A
CNT-B01C9EAD12C9,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,EUR,27164489,fixed,0.01294,2023-06-12,2027-04-22,47,annual,ACT/365,,,,,,
CNT-3090F6CE04B1,PAM,ASSET,SLR-ES-002,DE,USD,3231112,fixed,0.04308,2023-01-31,2026-07-14,42,quarterly,ACT/ACT,ModifiedFollowing,constant_installment,False,0,personal,NR
CNT-B82F278D688E,ANNUITE,ASSET,SLR-ES-014,FR,USD,3003634,floating,0.07345,2025-02-13,2033-05-02,100,quarterly,ACT/ACT,Preceding,constant_installment,True,0.0121,commercial,AAA
CNT-A269B046CC38,ANNUITE,ASSET,SLR-US-007,FR,EUR,6595697,fixed,0.02161,2025-10-14,2040-10-25,183,semiannual,30/360,ModifiedFollowing,bullet,False,0.0019,commercial,A
CNT-F04A3EC07245,PAM,ASSET,SLR-US-011,FR,GBP,2287469,fixed,0.06781,2021-12-28,2042-03-13,246,monthly,ACT/365,Preceding,constant_installment,False,0,personal,NR
CNT-9C70C899F3C2,MORTGAGE,ASSET,SLR-FR-006,DE,EUR,4437963,fixed,0.05279,2024-07-13,2033-10-24,113,semiannual,ACT/360,ModifiedFollowing,bullet,True,0,commercial,A
CNT-99A98C323A78,REVOLVER,ASSET,SLR-FR-005,FR,GBP,7500739,fixed,0.05689,2025-09-25,2026-09-20,12,monthly,ACT/ACT,Preceding,linear,True,0.003,mortgage,AAA
CNT-A692EA56E6BD,MORTGAGE,ASSET,SLR-ES-003,US,GBP,2395781,floating,0.06555,2025-08-03,2049-08-27,293,quarterly,ACT/365,Following,linear,False,0.0074,mortgage,AA
CNT-B4FA45A1F529,ANNUITE,ASSET,SLR-ES-009,US,GBP,2564545,floating,0.06413,2025-07-26,2040-05-08,180,monthly,30/360,ModifiedFollowing,linear,False,0,commercial,AA
CNT-AE4B582FE3A4,ANNUITE,ASSET,SLR-US-010,US,EUR,2218828,fixed,0.04276,2023-03-02,2030-02-23,85,semiannual,ACT/ACT,ModifiedFollowing,constant_installment,True,0,none,A
CNT-F31D1E6D4801,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,EUR,24105757,fixed,0.01821,2024-04-29,2027-01-14,33,monthly,ACT/365,,,,,,
CNT-376CFDC629E8,PAM,ASSET,SLR-FR-015,ES,EUR,5103850,floating,0.05348,2025-05-17,2040-09-25,187,monthly,ACT/360,Preceding,bullet,False,0.0165,mortgage,NR
CNT-68C9E17695E3,BULLET,ASSET,SLR-FR-014,ES,GBP,2347845,floating,0.06809,2023-06-27,2024-08-20,14,semiannual,ACT/360,Following,linear,False,0.0052,mortgage,A
CNT-436C9DF41137,PAM,ASSET,SLR-FR-015,ES,EUR,9705790,floating,0.06978,2021-10-05,2037-10-11,195,quarterly,ACT/360,ModifiedFollowing,bullet,True,0,mortgage,B
CNT-518999BD0070,DEMAND_DEPOSIT,PASSIF,,ES,GBP,31315725,fixed,0.0245,2023-11-01,,,monthly,ACT/365,,,,,,
CNT-9BE17D6A3105,SAVINGS,PASSIF,,FR,USD,43977609,fixed,0.03466,2024-10-10,2029-08-15,59,monthly,ACT/365,,,,,,
CNT-DB8000E09C0F,REVOLVER,ASSET,SLR-ES-010,US,GBP,4233807,floating,0.06417,2023-10-01,2026-09-15,36,annual,ACT/ACT,Following,bullet,False,0.0045,commercial,AA
CNT-1D2E80BB3752,ANNUITE,ASSET,SLR-FR-005,ES,GBP,4293266,fixed,0.03708,2025-06-23,2042-11-21,212,quarterly,ACT/360,Preceding,bullet,True,0.0091,mortgage,NR
CNT-C7474657DF9D,PAM,ASSET,SLR-DE-002,ES,USD,2298841,floating,0.07468,2025-03-15,2032-06-06,88,quarterly,30/360,ModifiedFollowing,constant_installment,True,0.0019,none,NR
CNT-B22C156AB93C,MORTGAGE,ASSET,SLR-DE-015,US,GBP,4502764,floating,0.06095,2024-01-10,2051-04-18,332,semiannual,ACT/ACT,Following,constant_installment,False,0,mortgage,BBB
CNT-5212B1C6325D,MORTGAGE,ASSET,SLR-ES-008,US,EUR,1971093,fixed,0.03629,2024-03-05,2032-11-18,106,monthly,30/360,ModifiedFollowing,constant_installment,True,0.0108,commercial,BBB
CNT-D1187D5010E5,ANNUITE,ASSET,SLR-US-007,US,EUR,4803558,floating,0.05944,2024-03-16,2035-03-19,134,monthly,ACT/ACT,ModifiedFollowing,constant_installment,True,0,mortgage,BBB
CNT-BA43484627B3,DEMAND_DEPOSIT,PASSIF,,FR,EUR,48159918,fixed,0.0121,2025-10-31,,,monthly,ACT/365,,,,,,
CNT-6163C5BE30F8,MORTGAGE,ASSET,SLR-FR-011,DE,GBP,2044941,fixed,0.06676,2022-12-17,2042-11-02,242,annual,ACT/365,ModifiedFollowing,bullet,False,0.0109,personal,B
CNT-96F2AC4CBD40,MORTGAGE,ASSET,SLR-FR-007,FR,EUR,8940567,floating,0.05465,2023-08-03,2037-10-18,173,semiannual,ACT/ACT,Following,linear,True,0,personal,A
CNT-916860C35B3C,PAM,ASSET,SLR-DE-009,DE,USD,7375426,fixed,0.07852,2024-10-15,2053-12-12,355,monthly,ACT/ACT,Preceding,constant_installment,False,0.011,commercial,AAA
CNT-1B57FD35897C,MORTGAGE,ASSET,SLR-DE-011,US,USD,4348035,fixed,0.07775,2025-06-20,2050-11-06,309,semiannual,ACT/ACT,ModifiedFollowing,linear,False,0,commercial,AAA
CNT-EA435E150B81,PAM,ASSET,SLR-US-009,FR,GBP,6472930,fixed,0.04204,2022-01-05,2042-09-17,252,annual,ACT/365,Following,bullet,False,0,personal,NR
CNT-69BC35CF71D0,PAM,ASSET,SLR-ES-005,FR,USD,1664118,floating,0.07028,2021-09-03,2039-12-28,223,quarterly,ACT/360,Following,constant_installment,True,0,commercial,BBB
CNT-F0E981E2C4CA,PAM,ASSET,SLR-US-007,DE,GBP,5775170,floating,0.06943,2024-09-22,2030-12-20,76,monthly,ACT/365,Following,bullet,False,0,personal,AA
CNT-0E831F684E5E,COMMERCIAL_LOAN,ASSET,SLR-ES-010,FR,EUR,3301766,fixed,0.04426,2025-08-07,2028-01-24,30,monthly,30/360,ModifiedFollowing,bullet,False,0,commercial,A
CNT-379DB9FEDE6C,MORTGAGE,ASSET,SLR-FR-009,FR,USD,9084866,fixed,0.0581,2025-12-15,2051-01-03,305,monthly,ACT/365,Following,linear,True,0,none,BB
CNT-42A87EB18744,ANNUITE,ASSET,SLR-FR-003,DE,USD,6961767,fixed,0.05297,2023-09-04,2033-01-14,114,annual,30/360,Following,bullet,False,0,commercial,BBB
CNT-56BEB681EA8A,PAM,ASSET,SLR-DE-005,DE,EUR,8062724,fixed,0.05384,2021-05-25,2042-03-06,253,monthly,30/360,Preceding,constant_installment,True,0,none,AAA
CNT-2AF171C43E8A,TERM_DEPOSIT,PASSIF,,ES,USD,27338888,fixed,0.00286,2025-08-18,2026-10-12,14,annual,ACT/365,,,,,,
CNT-22F164015D25,REVOLVER,ASSET,SLR-DE-013,DE,GBP,5215622,fixed,0.05554,2025-10-04,2029-11-12,50,annual,ACT/ACT,ModifiedFollowing,linear,True,0,personal,NR
CNT-5BE4D9E1C495,PAM,ASSET,SLR-US-006,DE,USD,6309134,floating,0.06971,2025-08-18,2030-06-23,59,annual,ACT/365,ModifiedFollowing,constant_installment,True,0.0054,personal,BB
CNT-EC8BB6CD912D,MORTGAGE,ASSET,SLR-ES-004,US,EUR,5770702,fixed,0.04747,2024-09-28,2034-02-08,114,monthly,ACT/365,ModifiedFollowing,constant_installment,True,0.0038,mortgage,AA
CNT-6918AA68C59E,COMMERCIAL_LOAN,ASSET,SLR-DE-004,US,USD,6419512,floating,0.07552,2024-09-11,2033-06-26,107,semiannual,30/360,ModifiedFollowing,linear,True,0.0152,personal,A
CNT-C33305132770,PAM,ASSET,SLR-FR-008,FR,GBP,6668099,floating,0.06328,2023-07-15,2030-04-09,82,semiannual,30/360,Preceding,bullet,False,0,personal,NR
CNT-227A02D85ECB,REVOLVER,ASSET,SLR-ES-010,DE,GBP,1542040,floating,0.06091,2023-03-29,2024-06-21,15,monthly,30/360,ModifiedFollowing,linear,False,0.0019,mortgage,AAA
CNT-4CDC9367FFED,REVOLVER,ASSET,SLR-FR-014,FR,EUR,5396344,floating,0.06998,2026-02-19,2028-08-07,30,quarterly,30/360,Preceding,constant_installment,False,0.0091,none,AA
