position_ref,product_type,branch,seller,currency,outstanding,origination_date,maturity_date,client_rate,risk_weight,profiles_json,rates_json
CNT-69FA2039CD73,annuite,FR,SLR-US-015,EUR,5347828.0,2025-08-24,2032-03-20,0.05925,1.0,"[0.9875, 0.9625, 0.925, 0.85, 0.7, 0.55, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-34AF6B0F9F48,mortgage,ES,SLR-FR-007,GBP,220843.0,2024-04-07,2049-02-25,0.0693,1.0,"[0.9967, 0.990099, 0.980198, 0.960396, 0.920792, 0.881188, 0.80198, 0.722772, 0.60396, 0.405941, 0.207921, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-F82289E845A8,annuite,ES,SLR-US-014,GBP,5803159.0,2025-09-21,2039-12-07,0.04946,1.0,"[0.99422, 0.982659, 0.965318, 0.930636, 0.861272, 0.791908, 0.653179, 0.514451, 0.306358, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-D075E29F22C6,annuite,FR,SLR-DE-014,EUR,3947924.0,2024-02-01,2036-09-25,0.06488,1.0,"[0.993506, 0.980519, 0.961039, 0.922078, 0.844156, 0.766234, 0.61039, 0.454545, 0.220779, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-89F9271F6861,revolver,ES,SLR-DE-013,GBP,3663282.0,2023-11-05,2027-09-15,0.06409,1.0,"[0.978723, 0.93617, 0.87234, 0.744681, 0.489362, 0.234043, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-F8A6C77E6FDD,bullet,US,SLR-FR-004,USD,2990080.0,2023-12-12,2025-01-05,0.07886,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-FEE5142750FE,mortgage,DE,SLR-ES-009,GBP,8455000.0,2025-09-27,2036-06-01,0.05439,1.0,"[0.992308, 0.976923, 0.953846, 0.907692, 0.815385, 0.723077, 0.538462, 0.353846, 0.076923, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-E563E52784D8,mortgage,FR,SLR-DE-014,GBP,3248532.0,2021-06-03,2049-07-06,0.06511,1.0,"[0.997076, 0.991228, 0.982456, 0.964912, 0.929825, 0.894737, 0.824561, 0.754386, 0.649123, 0.473684, 0.298246, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-3A50F3A61E5F,pam,DE,SLR-ES-009,EUR,4121205.0,2022-05-10,2047-07-28,0.03845,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-00389D4F53C5,commercial_loan,US,SLR-FR-010,EUR,7898801.0,2021-05-10,2030-11-19,0.05468,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-CFC389316E46,bullet,DE,SLR-FR-011,USD,679519.0,2024-02-25,2028-10-01,0.07733,1.0,"[0.982143, 0.946429, 0.892857, 0.785714, 0.571429, 0.357143, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-684B87477A4D,annuite,ES,SLR-US-007,USD,3534641.0,2024-09-15,2030-10-14,0.07182,1.0,"[0.986486, 0.959459, 0.918919, 0.837838, 0.675676, 0.513514, 0.189189, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]"
CNT-9A02C56FA894,mortgage,US,SLR-FR-004,GBP,2493430.0,2023-04-07,2029-09-02,0.06761,1.0,"[0.987179, 0.961538, 0.923077, 0.846154, 0.692308, 0.538462, 0.230769, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-212765B6A44B,mortgage,ES,SLR-ES-009,USD,2166762.0,2025-05-14,2036-10-13,0.07616,1.0,"[0.992806, 0.978417, 0.956835, 0.913669, 0.827338, 0.741007, 0.568345, 0.395683, 0.136691, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-2DEEA3B51ABE,annuite,FR,SLR-ES-012,GBP,2869007.0,2024-04-05,2035-04-08,0.06618,1.0,"[0.992537, 0.977612, 0.955224, 0.910448, 0.820896, 0.731343, 0.552239, 0.373134, 0.104478, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-C8E1D7049252,revolver,US,SLR-ES-009,USD,2528067.0,2024-08-18,2027-03-06,0.04826,1.0,"[0.967742, 0.903226, 0.806452, 0.612903, 0.225806, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-C4816CFF8E71,mortgage,US,SLR-ES-005,USD,4564570.0,2023-02-01,2041-10-24,0.0603,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-69FE30BA9398,savings,ES,,EUR,37052459.0,2025-03-12,2028-11-21,0.02898,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-8D903CADEAA3,bullet,DE,SLR-FR-001,EUR,3495165.0,2024-11-29,2027-11-14,0.03211,1.0,"[0.972222, 0.916667, 0.833333, 0.666667, 0.333333, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-652C239C4475,mortgage,US,SLR-FR-013,EUR,171102.0,2022-12-05,2048-04-22,0.032,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-DD68228C90C3,mortgage,FR,SLR-DE-011,USD,5037079.0,2024-09-15,2051-03-28,0.06926,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-BB51975B7501,revolver,ES,SLR-FR-013,GBP,1109905.0,2021-12-04,2025-06-16,0.06163,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-13D66F181FD2,annuite,FR,SLR-FR-005,USD,1736662.0,2022-05-08,2039-06-08,0.07296,1.0,"[0.995192, 0.985577, 0.971154, 0.942308, 0.884615, 0.826923, 0.711538, 0.596154, 0.423077, 0.134615, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-761AA0E5E435,certificate_of_deposit,ES,,GBP,31684153.0,2024-09-05,2027-11-19,0.03176,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-495E9BED687F,bullet,DE,SLR-DE-004,GBP,9460377.0,2023-12-26,2026-07-13,0.06308,1.0,"[0.967742, 0.903226, 0.806452, 0.612903, 0.225806, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-B38AC5542B87,bullet,US,SLR-FR-009,EUR,4955871.0,2021-07-09,2025-03-20,0.04867,1.0,"[0.977778, 0.933333, 0.866667, 0.733333, 0.466667, 0.2, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-8557F95CD3A1,pam,DE,SLR-US-003,EUR,9957886.0,2023-07-22,2044-08-30,0.06883,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-9E8538A7B2E7,mortgage,DE,SLR-DE-005,USD,1251325.0,2024-05-15,2033-11-24,0.07208,1.0,"[0.991379, 0.974138, 0.948276, 0.896552, 0.793103, 0.689655, 0.482759, 0.275862, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445]"
CNT-EFB328FD560D,mortgage,ES,SLR-DE-006,GBP,1150916.0,2021-04-22,2027-02-20,0.0614,1.0,"[0.985915, 0.957746, 0.915493, 0.830986, 0.661972, 0.492958, 0.15493, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-E39E1B3FA11A,pam,DE,SLR-US-008,GBP,398196.0,2025-05-27,2037-01-24,0.06604,1.0,"[0.992958, 0.978873, 0.957746, 0.915493, 0.830986, 0.746479, 0.577465, 0.408451, 0.15493, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-07122C754A19,pam,US,SLR-ES-011,GBP,9653803.0,2024-04-26,2047-11-22,0.06492,1.0,"[0.996516, 0.989547, 0.979094, 0.958188, 0.916376, 0.874564, 0.790941, 0.707317, 0.581882, 0.372822, 0.163763, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-F216184B0241,savings,DE,,EUR,49599195.0,2024-08-20,2028-09-28,0.02767,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-2015E32EA081,pam,ES,SLR-FR-011,GBP,7264420.0,2026-01-26,2046-02-10,0.06528,1.0,"[0.995902, 0.987705, 0.97541, 0.95082, 0.901639, 0.852459, 0.754098, 0.655738, 0.508197, 0.262295, 0.016393, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-8E1F1308F8EE,term_deposit,FR,,GBP,12683332.0,2025-01-24,2027-07-13,0.02649,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-C5B696D75501,pam,ES,SLR-DE-011,GBP,1172105.0,2024-05-09,2030-09-05,0.0516,1.0,"[0.987013, 0.961039, 0.922078, 0.844156, 0.688312, 0.532468, 0.220779, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-D867B800965D,savings,DE,,USD,1716168.0,2023-09-22,2023-11-21,0.00636,1.0,"[1.0, 0.0]",[0.0532]
CNT-FA452F1A652E,bullet,DE,SLR-DE-005,USD,3342588.0,2025-01-13,2027-08-01,0.05754,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-2C9256BF60B4,term_deposit,ES,,GBP,32086624.0,2025-01-04,2026-09-26,0.01719,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-84052096CC0F,demand_deposit,US,,EUR,23812245.0,2023-11-01,,0.01582,1.0,"[0.0, 0.0]",[0.029]
CNT-1AAA22B6849C,demand_deposit,US,,USD,43659795.0,2024-07-03,,0.03789,1.0,"[0.0, 0.0]",[0.0532]
CNT-366E5E81C397,demand_deposit,FR,,USD,16719981.0,2024-05-17,,0.02946,1.0,"[0.0, 0.0]",[0.0532]
CNT-053C5994B5B1,pam,FR,SLR-DE-007,EUR,1036454.0,2022-11-05,2043-07-18,0.05049,1.0,"[0.996032, 0.988095, 0.97619, 0.952381, 0.904762, 0.857143, 0.761905, 0.666667, 0.52381, 0.285714, 0.047619, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-696F9E6ED0C2,savings,DE,,USD,13705368.0,2025-04-12,2029-12-17,0.03707,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-D7EA0699265D,revolver,DE,SLR-DE-012,USD,5573023.0,2026-01-11,2027-02-05,0.07675,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-89D0050299BB,annuite,DE,SLR-FR-015,EUR,1895936.0,2023-07-10,2033-04-18,0.05953,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-FB02D53FC846,mortgage,FR,SLR-US-009,USD,9593809.0,2025-02-02,2050-01-22,0.05971,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-30C6F26D0050,pam,ES,SLR-ES-008,EUR,7763576.0,2022-06-11,2037-03-24,0.06421,1.0,"[0.994444, 0.983333, 0.966667, 0.933333, 0.866667, 0.8, 0.666667, 0.533333, 0.333333, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]"
CNT-7471179B8C48,certificate_of_deposit,FR,,GBP,42599342.0,2025-03-02,2025-06-30,0.03197,1.0,"[1.0, 1.0, 0.0]","[0.0492, 0.0488]"
CNT-4068B7864A73,annuite,DE,SLR-DE-011,EUR,3159893.0,2022-08-31,2033-10-02,0.06715,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-D8B972B28DB8,revolver,DE,SLR-ES-006,USD,8186462.0,2021-11-10,2024-02-28,0.05364,1.0,"[0.964286, 0.892857, 0.785714, 0.571429, 0.142857, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-524552F4E6AF,pam,ES,SLR-DE-011,USD,4971248.0,2025-06-25,2031-06-24,0.06202,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]"
CNT-D6B818F0DAEA,revolver,FR,SLR-US-002,GBP,3732144.0,2021-11-02,2023-07-25,0.0636,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-6D7B122F7D4D,savings,FR,,USD,36303920.0,2025-04-05,2026-03-01,0.00491,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-C92EAAAA73E1,revolver,DE,SLR-DE-013,USD,8763488.0,2023-10-30,2026-11-13,0.05186,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-8A2FBF2FCC01,annuite,FR,SLR-ES-001,GBP,2363898.0,2025-05-20,2027-08-08,0.06021,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-572691D3435F,pam,FR,SLR-US-010,USD,9840269.0,2022-06-03,2040-03-30,0.04494,1.0,"[0.995392, 0.986175, 0.97235, 0.9447, 0.889401, 0.834101, 0.723502, 0.612903, 0.447005, 0.170507, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-219F489652ED,pam,DE,SLR-US-008,GBP,5023404.0,2021-07-31,2032-04-04,0.0666,1.0,"[0.992308, 0.976923, 0.953846, 0.907692, 0.815385, 0.723077, 0.538462, 0.353846, 0.076923, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-FD7BC0C1418B,annuite,ES,SLR-US-006,EUR,8781788.0,2025-08-11,2042-07-13,0.05582,1.0,"[0.995146, 0.985437, 0.970874, 0.941748, 0.883495, 0.825243, 0.708738, 0.592233, 0.417476, 0.126214, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]"
CNT-6464F8CB9BDE,bullet,ES,SLR-FR-012,GBP,8529865.0,2024-05-06,2029-04-10,0.06252,1.0,"[0.983333, 0.95, 0.9, 0.8, 0.6, 0.4, 0.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-25C3CB575DEF,mortgage,DE,SLR-ES-009,EUR,9499530.0,2024-01-31,2052-08-01,0.06213,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-0DE215B0AAD1,bullet,DE,SLR-ES-012,GBP,678822.0,2024-03-29,2028-10-04,0.06394,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-DA68629D08B7,annuite,ES,SLR-DE-013,USD,7670865.0,2021-06-05,2039-04-02,0.06543,1.0,"[0.995392, 0.986175, 0.97235, 0.9447, 0.889401, 0.834101, 0.723502, 0.612903, 0.447005, 0.170507, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-440DE62464D1,commercial_loan,DE,SLR-FR-006,USD,9191796.0,2022-07-22,2027-11-23,0.06234,1.0,"[0.984615, 0.953846, 0.907692, 0.815385, 0.630769, 0.446154, 0.076923, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]"
CNT-81D77E83451E,pam,DE,SLR-US-012,GBP,8351509.0,2022-08-09,2050-06-13,0.04624,1.0,"[0.99705, 0.99115, 0.982301, 0.964602, 0.929204, 0.893805, 0.823009, 0.752212, 0.646018, 0.469027, 0.292035, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-2583C7214A41,commercial_loan,ES,SLR-ES-015,USD,5219788.0,2023-05-09,2026-08-21,0.04759,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-F8EF6449B12E,revolver,FR,SLR-FR-011,USD,8949366.0,2024-03-16,2025-12-06,0.07574,1.0,"[0.952381, 0.857143, 0.714286, 0.428571, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-9730CA56A4BE,pam,FR,SLR-DE-012,EUR,3683793.0,2024-10-24,2026-11-13,0.05989,1.0,"[0.96, 0.88, 0.76, 0.52, 0.04, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-3839032D921D,bullet,DE,SLR-FR-011,USD,8710184.0,2022-12-07,2025-04-25,0.04744,1.0,"[0.965517, 0.896552, 0.793103, 0.586207, 0.172414, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-4239C8955206,pam,FR,SLR-ES-005,GBP,4152216.0,2021-09-23,2036-03-08,0.0644,1.0,"[0.994318, 0.982955, 0.965909, 0.931818, 0.863636, 0.795455, 0.659091, 0.522727, 0.318182, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-65C452E1FD40,commercial_loan,DE,SLR-ES-010,EUR,902572.0,2023-08-11,2030-03-07,0.06149,1.0,"[0.9875, 0.9625, 0.925, 0.85, 0.7, 0.55, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-07582B1CAC5A,bullet,US,SLR-FR-002,EUR,4642027.0,2022-12-30,2023-07-28,0.06909,1.0,"[0.857143, 0.571429, 0.142857, 0.0]","[0.029, 0.0298, 0.03]"
CNT-FFDE788457D4,mortgage,ES,SLR-US-010,USD,8532069.0,2023-11-28,2052-09-26,0.07194,1.0,"[0.997151, 0.991453, 0.982906, 0.965812, 0.931624, 0.897436, 0.82906, 0.760684, 0.65812, 0.487179, 0.316239, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-4DBE4B151DC9,pam,US,SLR-US-012,EUR,3018839.0,2021-07-03,2047-09-15,0.05095,1.0,"[0.996865, 0.990596, 0.981191, 0.962382, 0.924765, 0.887147, 0.811912, 0.736677, 0.623824, 0.435737, 0.247649, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-F60F37A0E07C,mortgage,DE,SLR-DE-001,EUR,5968544.0,2025-03-12,2037-10-05,0.05192,1.0,"[0.993464, 0.980392, 0.960784, 0.921569, 0.843137, 0.764706, 0.607843, 0.45098, 0.215686, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-D16935225282,demand_deposit,US,,USD,40688670.0,2025-08-30,,0.01862,1.0,"[0.0, 0.0]",[0.0532]
CNT-A74A40DD8A05,demand_deposit,US,,GBP,322796.0,2025-03-30,,0.01555,1.0,"[0.0, 0.0]",[0.0492]
CNT-49B36B4AF4B3,pam,DE,SLR-ES-010,GBP,3172204.0,2022-08-15,2026-06-25,0.06956,1.0,"[0.978723, 0.93617, 0.87234, 0.744681, 0.489362, 0.234043, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-B05924EA8EC4,bullet,US,SLR-US-003,GBP,519048.0,2022-09-13,2027-03-21,0.06276,1.0,"[0.981818, 0.945455, 0.890909, 0.781818, 0.563636, 0.345455, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-8266873F10C0,pam,DE,SLR-FR-010,GBP,9203586.0,2021-07-11,2041-07-26,0.06929,1.0,"[0.995902, 0.987705, 0.97541, 0.95082, 0.901639, 0.852459, 0.754098, 0.655738, 0.508197, 0.262295, 0.016393, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-77C15FB46A3D,pam,US,SLR-DE-010,EUR,9927569.0,2025-08-20,2054-04-20,0.06415,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-AA07BBD0FD1A,annuite,DE,SLR-US-002,GBP,1392256.0,2023-06-10,2032-11-19,0.06435,1.0,"[0.991304, 0.973913, 0.947826, 0.895652, 0.791304, 0.686957, 0.478261, 0.269565, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-21B828D37038,pam,FR,SLR-DE-013,EUR,9866108.0,2021-12-30,2026-09-05,0.03228,1.0,"[0.982456, 0.947368, 0.894737, 0.789474, 0.578947, 0.368421, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-C062FEC03260,bullet,DE,SLR-US-007,USD,760288.0,2024-12-26,2027-11-11,0.05483,1.0,"[0.971429, 0.914286, 0.828571, 0.657143, 0.314286, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-D68B566A10BB,savings,ES,,GBP,11892144.0,2026-03-01,2026-10-27,0.03705,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048]"
CNT-D51835E4E442,annuite,ES,SLR-ES-013,USD,4140100.0,2022-09-14,2026-11-22,0.04567,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-46824E10B0A5,annuite,DE,SLR-ES-015,EUR,6644860.0,2025-12-15,2032-03-13,0.062,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-6ED392310353,annuite,ES,SLR-ES-005,GBP,6690763.0,2024-08-04,2039-11-14,0.06715,1.0,"[0.994624, 0.983871, 0.967742, 0.935484, 0.870968, 0.806452, 0.677419, 0.548387, 0.354839, 0.032258, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-FFAE40FC7D4B,pam,DE,SLR-US-003,GBP,1879093.0,2024-11-27,2045-08-09,0.04915,1.0,"[0.996032, 0.988095, 0.97619, 0.952381, 0.904762, 0.857143, 0.761905, 0.666667, 0.52381, 0.285714, 0.047619, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-962F5A2FD248,annuite,US,SLR-ES-007,EUR,5343834.0,2025-12-11,2043-01-11,0.02842,1.0,"[0.995192, 0.985577, 0.971154, 0.942308, 0.884615, 0.826923, 0.711538, 0.596154, 0.423077, 0.134615, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]"
CNT-200AC405289E,revolver,DE,SLR-ES-013,GBP,3270468.0,2024-04-22,2026-06-11,0.03736,1.0,"[0.961538, 0.884615, 0.769231, 0.538462, 0.076923, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-9AFF1C7E4ED1,pam,FR,SLR-US-003,GBP,5406496.0,2024-02-11,2051-01-20,0.05882,1.0,"[0.996951, 0.990854, 0.981707, 0.963415, 0.926829, 0.890244, 0.817073, 0.743902, 0.634146, 0.45122, 0.268293, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-210A6AE543EE,mortgage,DE,SLR-ES-012,GBP,8003139.0,2022-12-26,2028-09-25,0.05595,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-1809873D792A,revolver,FR,SLR-FR-004,EUR,3765409.0,2025-05-19,2029-02-27,0.06759,1.0,"[0.978261, 0.934783, 0.869565, 0.73913, 0.478261, 0.217391, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
